text,candidate,source,channel
गगन थापा राम्रो मान्छे हुन्,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment
🔔🔔🔔🔔🔔🇳🇵🇳🇵,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment
"गगन बाख्रो लाई  जमानत जफत हुने गरि हराउनु पर्छ ,डाक्टर अमरेश कुमार लाई  विजयको शुभकामना ,म पनि अनुरोध गर्छु तपाईं सम्पूर्ण मतदाता ज्यु हरुले भोट् हाल्ने बेलमा धेरै बिचार गर्नु होला ।",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment
"फटाह ठगने थापा फेरि जनता ठग्दै छ, झुक्याउने पनि एउटा लिमिट हुन्छ, आसे पासे हरु मात्रै हुन् वाहा वाहा गर्ने चम्चेहरु, काङ्ग्रेस ले देश बनाउने रे ७० बर्ष पछि 😂😂
नो ठगन थापा ❌❌❌❌",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment
अमरेश सर धेरै खराे अावज उटाउने एक रिडर नेता हाे ससदमा सहिलाई सहि गलतलाई गलत भन्ने खराे ब्यक्ति हुन यस्ता नेता चाहिन्छ याे देशमा समाज मा राम्रो नेता हुन,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment
Jayi ghanti,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment
"How many times you want to win ? 
Janataa wakka bhaisake hola!",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment
जितको अग्रिम शुभकामना डा. अमरेश सर💐💐💐जय घण्टी✊🔔🔔🔔🙏,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment
Yesle 3/3 choti jitera k gareu ho takkle DR ?????,amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment
"म पोखराबाट 
गगन भन्दा अमरेश राम्रो हुनुहुन्छ ।अब बालेन सरकार हुने भयर अमरेशले राम्रो बिकास गर्ने अबसर छ।",amresh kumar singh,yt:Amresh Kumar Singh Sarlahi,comment
Right,amresh kumar singh,yt:अमरेश कुमार सिंह,comment
good,amresh kumar singh,yt:अमरेश कुमार सिंह,comment
अमरेस जि एउटा कुरा अन्त जन्ताले ढुङा प्रयोग गर्छ तर मधेसमा भाला र तरबार  को प्रयोग हुन्छ तेसैले होला अनिअर्को कुरा तपाइलाइ पनि थाहा छ बिहारिलाइ नागरिकता दिनुको प्रतिफल हो यो?,amresh kumar singh,yt:अमरेश कुमार सिंह,comment
यो घटना घटाउने मधेसीका नेताकै हात छ जसमा तपाई नि पर्नु हुन्छ,amresh kumar singh,yt:अमरेश कुमार सिंह,comment
०६३ सालदेखी आजसम्म त्यही बोलेर राजनिती गर्नेले बोलेको सुहाएन है ।,amresh kumar singh,yt:अमरेश कुमार सिंह,comment
"अनुहार नमिलेर गाेली हानेकाे हाेइन, मधेशकाे अान्दाेलनमा अान्दाेलनकारीले प्रहरीलाइ भालाले  घाेच्न थाल्छ अनि के गर्नु । विगतमा मधेश अान्दाेलनमा भारतीय नागरिक प्रयाेग भएकाे हामीलाइ पनि थाहा छ ।",amresh kumar singh,yt:अमरेश कुमार सिंह,comment
मदेशीलाई मदेशी प्रधानमन्त्रीले किन गोली ठोक्यो होला? डा अम्रेश कुमार सिङ्हलाई प्रधानमन्त्री बनायो भने मदेशी माथी गोली चल्न बन्द हुन्छ कि?,amresh kumar singh,yt:अमरेश कुमार सिंह,comment
मधेस को आन्दोलन हुनु मा महेश नेता हरू कै हात छ एस मा कुनै सक छैन,amresh kumar singh,yt:अमरेश कुमार सिंह,comment
हिन्दू अधिराज्य पुनःस्थापना गरौं,amresh kumar singh,yt:अमरेश कुमार सिंह,comment
Jay ghanti 🔔🔔,amresh kumar singh,yt:Sarlahi 4 chunav,comment
good luck may the loyal one win,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Jay Nepal ❤❤,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Gagan Thapa ❤❤,amresh kumar singh,yt:Sarlahi 4 chunav,comment
अमरेश एक स्वच्छ छविका राम्रो नेता हुन्। भ्रष्टाचारको विरुद्धमा उनले धेरै राम्रो आवाज उठाएका छन्। अमरेशको जीत देशभक्त नेपालीको जीत हो।,amresh kumar singh,yt:Sarlahi 4 chunav,comment
gagan dai le desh lai thik bato hidaunu huncha,amresh kumar singh,yt:Sarlahi 4 chunav,comment
very good 😊,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"Gagan is only contemporary leader who understands Nepal , has vision and courage to lead for prosperous Nepal",amresh kumar singh,yt:Sarlahi 4 chunav,comment
gagan thapa,amresh kumar singh,yt:Sarlahi 4 chunav,comment
हार्नु हुदैन थियो गगन थापाले तर आफ्नो चुनावी क्षेत्र छोडेर सर्लाहि जानु भनेको जित को सुनिश्च्ता छैन।,amresh kumar singh,yt:Sarlahi 4 chunav,comment
GAGAN lai subhakamana,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Desh lutne naya kangress lai sath dinu huna anurodh chha.Thanks alot.,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Jay Nepal🙏🏿🙏🏿🙏🏿🌹🌹🌹,amresh kumar singh,yt:Sarlahi 4 chunav,comment
good luck gagan dai,amresh kumar singh,yt:Sarlahi 4 chunav,comment
गगन थापा ले शानदार जित गर्दैछन् ।❤❤❤❤,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Gagan thapa is great ❤❤,amresh kumar singh,yt:Sarlahi 4 chunav,comment
सहि,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"गगन is गगन, फुटबल को पेले जस्तै हो 🙈🙈",amresh kumar singh,yt:Sarlahi 4 chunav,comment
"गगन जी पर्तिस्पर्धा  5:03 ठूला छन  कडा  मिहिनेत  गर्नुपर्ल्ला म पनि भगवान  सङग जितको लागि अनुरोध  गर्छु।

जय  श्री राधे",amresh kumar singh,yt:Sarlahi 4 chunav,comment
Sahi ho,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Best of luck gagan thapa,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Gagan is corrupted political leaders 👎,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"NO HAGAN, ONLY AMRESH..",amresh kumar singh,yt:Sarlahi 4 chunav,comment
Good lucok gagan,amresh kumar singh,yt:Sarlahi 4 chunav,comment
हार्ने डर ले भागेको हो कांग्रेस को सभापति 😂😂,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Ghanti❤❤,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Gagan Thapa 👍👍,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"कुनै पाटिले बहुमत लेउनु सक्दैना,अन्त मा गठबंधन गगन,रबि,बालेन को सरकार बन्ने छ,तेसैले गगन लाइ सबैको साथ चाहिन्छ,❤❤",amresh kumar singh,yt:Sarlahi 4 chunav,comment
गगन ❤,amresh kumar singh,yt:Sarlahi 4 chunav,comment
गगन को नेतृत्व मा काग्रेस पहिलो पार्टि हुन्छ,amresh kumar singh,yt:Sarlahi 4 chunav,comment
घन्टीमा मतदान गरौं। फागुन २१ बालेन सरकार निर्माण गरौं।,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Harney dar le vageyako hola,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Gagan lahi jitaunu parxcha,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Gagan ❤❤❤❤❤❤,amresh kumar singh,yt:Sarlahi 4 chunav,comment
😂bhutro ni jitdeina,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"Amrendra bahibali
Amresh singh",amresh kumar singh,yt:Sarlahi 4 chunav,comment
Gagan le jit huda ramro 🎉,amresh kumar singh,yt:Sarlahi 4 chunav,comment
0:38,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"Gagan Jee  ra Congress ka aru Bhrastachari Neta ma k hi pharak chhaina,  ahileko abastha  bhaneko ""Naya Bottle ma Purano Raksi matra ho"".Tesaile, Gagan jee ahile harnu parchha ra harchhan pani, Jasale waha lai ""Bahira Basera"" aaphulai asal sabita garne absar dinchha. Yadi waha practiclly sachinu bhayo ra 5 barsma saphal bhumika khelnu bhayo bhane, tespachhi sambhawana dherai chhan, aaphulai sachyauna khojne manish lai Janata le abshya mauka dinchha, tara"" AHILE WAHA KO SAMAYA HOINA"".",amresh kumar singh,yt:Sarlahi 4 chunav,comment
gagan harxa sarlahi ma,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Fatha aaja samma j bhayo sabhapati daju bhauju bhanda bharsthacha ani janta almalaune swanth bakhre ho yo . Naya lai praman xa bhandai pratisodh ko rajniti le kahi puraudaina janta batha xan . Jhole lash ra dash haru ko malik holau sacha nepali janta ko hoinau..,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Harxa,amresh kumar singh,yt:Sarlahi 4 chunav,comment
सजिलो।,amresh kumar singh,yt:Sarlahi 4 chunav,comment
🐐,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"पुराना ३  भ्रस्टचारी नेताहरु र यसका  दलहरु फेरि सत्तामा आउने कोशिश, फेरि देश लाई कंगाल देखि नर कंगाल बनाउने यीनीहरुको  सपना  साकार हुन्दैन ।   यसको झोलेहरु  र समर्थकहरुको पैसा कमाउने सपना साकार हुन्दैन । अब यी दलहरु को कार्यकर्ता हरु लाई आहवान , स्वतन्त्र उम्मेदवार भएर चुनवामा भाग लिनु; ३  भ्रस्टचारी नेताहरु को पछि नलाग्नु।",amresh kumar singh,yt:Sarlahi 4 chunav,comment
Amares Lai vot hami halne ho,amresh kumar singh,yt:Sarlahi 4 chunav,comment
", हार्न् लाई सर्लाही आएको हो",amresh kumar singh,yt:Sarlahi 4 chunav,comment
"7:21 , 7:37 , 8:11   , Left side KO Photo Shiv Pujan , Sudama KO Purwa Mukhiya Jastai Dekhi raxann tw
 



6:50 Dhankauli × , Dhankaul ✓ 😅",amresh kumar singh,yt:Sarlahi 4 chunav,comment
गगन यो पटक पत्तासाप ।,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Rabi lai fasaune fata yehi ho. Yo kalo congress harnai parcha. Amresh jasto swocha chabi ko neta lai jitaunu parcha. Jay ghanti,amresh kumar singh,yt:Sarlahi 4 chunav,comment
GAGAN dai,amresh kumar singh,yt:Sarlahi 4 chunav,comment
🔔🔔 🔔🔔 🔔🔔 🔔🔔🔔 🔔🔔,amresh kumar singh,yt:Sarlahi 4 chunav,comment
सम्भव भए पहिलो पार्टी बनाउन र सरकार आफ्नो बनाएर डेलिभरी दिन नभए पनि प्रतिनिधिसभालाई प्रतिपक्षको हो र Wating Government का रुपमा हो भन्ने बनाउन पनि गगन अपरिहार्य छन ।,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Ma chhetri n m.r.4 ko basi chhu amres kumar singh jitin chh❤❤❤,amresh kumar singh,yt:Sarlahi 4 chunav,comment
आफनै स्थानिय हीरा लाई दिन्छन् मधेश का साथीहरुले सर्लाहीमा भोट। सदनमा सशक्त ढंगले  एक्लै आवाज उठाएर भष्ट्रचारी को पानी पानी गर्ने नेता हुन अमरेस। वहाँको जीत निश्चित छ  किनकी वहाँ लाई भष्ट्रचारको  दाग लागेको छैन् तर उता  चर्चित बाख्रा अनुदान काण्ड,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Gagan Thapa the great 👍,amresh kumar singh,yt:Sarlahi 4 chunav,comment
उदीयमान राष्टिय नेता बन्न खतरा  र  चुनाैती माेल्नै पर्छ । उहाँलाई  सम्मानजनक  जीतकाे शुभकामना  ।,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"गगन दाइ प्रधानमन्त्री, रबि दाइ गृहममन्त्री, बालेन युवा तथा खेलकुदमन्त्री र कुलमान उर्जामन्त्री हुनुपर्छ । सबैले जित्नुपर्छ ।",amresh kumar singh,yt:Sarlahi 4 chunav,comment
Best of luck amresh k singh,amresh kumar singh,yt:Sarlahi 4 chunav,comment
हार्ने डरले कम्जोर प्रतिस्पर्धा भएको ठाउमा गएको होला नि।,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"मधेसमा काँग्रेस बलियाे छ, मधेसकाे केन्द्र पनि सर्लाही नै हाे।",amresh kumar singh,yt:Sarlahi 4 chunav,comment
Bakhra😅😅,amresh kumar singh,yt:Sarlahi 4 chunav,comment
bhalu jasto manxele boleko manparena,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"Gagan मान्छेलाई विश्वास नगर्नुहोस्। उसले दशकौँदेखि पार्टीमा रहेका उही पुराना अनुहारहरू सहित नयाँ समूह गठन गरेको छ। यो त केवल पद परिवर्तन मात्रै हो। उसले नयाँपनको नाममा प्रचार गरेर राजनीति खेल्दैछ।

३६ वर्षदेखि पुराना पार्टीहरूले हामीलाई धोका दिए—आर्थिक, राजनीतिक र सामाजिक रूपमा अत्यन्तै कमजोर बनाए।

हर हर बालेन, घर घर बालेन, अबकी बार बालेन सरकार!”",amresh kumar singh,yt:Sarlahi 4 chunav,comment
Fix harxa,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Aru tyastai ho timi ramri,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"गगनेले हार्नपर्छ  त्याेमान्छे फटा हाे
धेरैफटा र हावादारि कुरा गर्छ जनता लाई झुटाकुरा धेरैगर्छ  र
किर्तिपुरका जनता युवाहरुलाई
घर घर मा ल्यापटप काे झुटाकुरा 
रबिलाई ऋणलेकाे कागज देखाउ
भनि चिरकट्टाे खालिकागज देखाए काछन धेरैफटा छन गनगने",amresh kumar singh,yt:Sarlahi 4 chunav,comment
"Gagan should loose!! Only a new fruit from the same tree, from the same schooling. This time let’s support 🔔🔔 🔔🔔 🔔🔔 🔔🔔🔔 🔔🔔",amresh kumar singh,yt:Sarlahi 4 chunav,comment
Jay Nepal 🇳🇵,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Gagan ko haisiyat madhesi le dekhaidiyo. Tri chandra ko saraswati puja ko gunda gardi hoina ni chunaw.,amresh kumar singh,yt:Sarlahi 4 chunav,comment
गगनले जित्नु हुन्छ निस्चित छ,amresh kumar singh,yt:Sarlahi 4 chunav,comment
बाख्रा चोरको जमानत जफत हुनुपर्छ।,amresh kumar singh,yt:Sarlahi 4 chunav,comment
propaganda failaune media,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Gagan.le.galati.gare,amresh kumar singh,yt:Sarlahi 4 chunav,comment
wrong decision,amresh kumar singh,yt:Sarlahi 4 chunav,comment
भरस्टार मुक्त नेपाल घण्टी मा भाेट बालेन सरकार,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"हार्छ लेखेर राख।
5 दलिय गठबन्धन लाई हराएको ब्यक्ति हुन अम्रेश।",amresh kumar singh,yt:Sarlahi 4 chunav,comment
Boycott ggn,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Sahakari thag vandaa taaa GAGAN Thapa 100 Guna paripaak  ra perfect xan,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Dhukkai Gagan le Jitxan,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"रबि लाई फसाउने फटाहा गगन नै हो। घण्टी बजाएर अमरेश सिंह जस्तो स्वच्छ छविको नेतालाई जिताऔँ। देशैभरी घण्टी बजाऔँ, भ्रष्टाचारी र गुण्डा पाल्ने कालो कांग्रेस र गुमाले भगाऔँ।",amresh kumar singh,yt:Sarlahi 4 chunav,comment
Gagan Thapa❤,amresh kumar singh,yt:Sarlahi 4 chunav,comment
यो चोटी घन्टी मा भोट (vote) नहाल्ने लाई पशुपतिले रक्षा नगरुन् 🙏🙏🙏🙏🔔🔔,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Amresh singh is a good candidate ❤,amresh kumar singh,yt:Sarlahi 4 chunav,comment
बालेन र रवि एकपटक सर्लाहि पुग्नु पर्ने जरूरी छ ।,amresh kumar singh,yt:Sarlahi 4 chunav,comment
जय घण्टी 🔔🔔🔔🔔🔔जय रास्वपा।,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Ek choti balen ra rabi dubai jana aaunu paryo❤❤❤,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Vote for ghanti,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Good luck Ghanti. Jai Raspa 🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔🔔,amresh kumar singh,yt:Sarlahi 4 chunav,comment
गगन काे पत्तासाप हुने छ भने अमेर सिङ भयानक जितकाे शुभकामना🎉अनि देश भरि रास्वापा देशकाे ठुलाे दल प्रधानमन्त्री बालेन शिक्षा मन्त्री महाविर तर हामिले जनता भदौ 23/24 गते सम्झिन पर्छ🙏🇳🇵,amresh kumar singh,yt:Sarlahi 4 chunav,comment
घण्टि 🔔🔔🔔🔔,amresh kumar singh,yt:Sarlahi 4 chunav,comment
सर्लाहीबाट हाल सम्म टुरिष्ट उम्मेदबारले  जितेको ईतिहास छैन। स्थानीय उम्मेदबार ले नै जित्छ ढुक्क हुनुस।😀😀😀😀😀,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Jaya ghanti ❤❤❤,amresh kumar singh,yt:Sarlahi 4 chunav,comment
अमरेश,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Jay ghanti 🔔🔔🔔🔔,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Jai ghanti 🎉,amresh kumar singh,yt:Sarlahi 4 chunav,comment
राम्रो कडा  हुनुपर्छ,amresh kumar singh,yt:Sarlahi 4 chunav,comment
गगन लाई जसरी हराउनु प्रछ,amresh kumar singh,yt:Sarlahi 4 chunav,comment
अब सबै मिडियाले सबैले जताकतैले त्यही कांग्रेसकै सरलैको मात्र कुरा गर्ने हो कि अरुको पनि कुरा गर्ने हो अरुको अरु उता छैनन्,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Jay ghanti 🙏🔔🙏,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Good luck 🔔 ❤❤❤,amresh kumar singh,yt:Sarlahi 4 chunav,comment
रोसन सर म काठमाडौं मा छु हजुर संग भेट्नु पर्ने,amresh kumar singh,yt:Sarlahi 4 chunav,comment
के बोल्या पुत्र कार भाइ,amresh kumar singh,yt:Sarlahi 4 chunav,comment
पहिले नै रविले भनेका थिए आफुले खनेको खाल्टोमा आफै पुरिन्छौ आफै पुरिन्छ बाख्रा चोर !एस्ले चुनाव जित्यो भने नेपाल झन झन गन्जागोल हुनेछ !,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"No gagan❌
Only amresh✅🇳🇵🔔🔔🔔",amresh kumar singh,yt:Sarlahi 4 chunav,comment
"आत्माकाे दाह हुदैन दाहा त शरिरकाे हुन्छ आत्मा आफैमा अमर,अभिनाशी छ",amresh kumar singh,yt:Sarlahi 4 chunav,comment
"Ma pani Sarlahi 4  bata ho 
Mero Whole family ko support Gagan thapa lai🎉",amresh kumar singh,yt:Sarlahi 4 chunav,comment
जुन नेतालाई  भए पनि अग्रिम हार्दिक श्रद्धाञ्जली,amresh kumar singh,yt:Sarlahi 4 chunav,comment
🔔🔔💯,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Jaighnti,amresh kumar singh,yt:Sarlahi 4 chunav,comment
भोट घण्टी tinini बजाउने हो🎉🎉,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"Ek patak socha, rabi ko case firta lina manena adalat le aba rabi jitepani samsad huna paudaina, balen harne sambhawana dherai chha, Rabi swoyam balen sanga asantustha chha, RSP le balen ko birudhha antarghat garna pani sakchha,
Aba Gagan ra Swornim milera sarkar banaune ho, swornim manish jha sabaile gagan lai neta manchhan bahira j dekhayepani shere ko karan congress bata gako hun pad napayera.",amresh kumar singh,yt:Sarlahi 4 chunav,comment
🙏🕉️🇳🇵🔔,amresh kumar singh,yt:Sarlahi 4 chunav,comment
अब एउटा भिदियो चित्र बहादुर केसि अनि मोहन बिक्रम सिहको बारेमा बनाउनु न पिलिज,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Voth for tree ❤❤,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Vote kewal ghantima hunxa,amresh kumar singh,yt:Sarlahi 4 chunav,comment
गगनलाई सर्लाही सहज छैन। गगनका भावी  योजनाहरु घोषणा हेर्दा हास्यास्पद र मिथ्या छन। अमरेस कुमारको दाँजोमा धेरै फितलो छ।,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"रोशन  जी , अनुरोध ! अहिले बजार मा खाना पकाउने ग्यास को हाहाकार  छ , पाउन सकिएको  छैन , यो बिषय मा  video बनाउनुस  है, के  हि समाधान हुन्छ कि !!",amresh kumar singh,yt:Sarlahi 4 chunav,comment
"Gagan thapa saag ho, ravi lamichane baagha ho  ❤ 🔔",amresh kumar singh,yt:Sarlahi 4 chunav,comment
Good luck Amresh Sir Jay Ghanti,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Jay.ghanti.ravi.balen,amresh kumar singh,yt:Sarlahi 4 chunav,comment
🔔🔔🔔🔔🙏🙏🙏✅✅✅,amresh kumar singh,yt:Sarlahi 4 chunav,comment
🔔🔔🔔🔔🔔🔔🔔🔔🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Good luck RSP,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"सहकारी ठगीकाे प्रमाण देखाउन सके गगनकाे जित निश्चित छ, नत्र धेरै कठिन छ ।",amresh kumar singh,yt:Sarlahi 4 chunav,comment
Hami feri jitauxam  ghanti tanahun bata,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"बाख्रा चोर गनगने पत्ताशाफ पारौ है सर्लाही जन्ता हरू ❌
Only रास्वपा घन्टि को जीत शूनस्चीत छ ✅ 
Only अमरेश कूमार शीहं ✅🔔🔔🔔✊",amresh kumar singh,yt:Sarlahi 4 chunav,comment
Sarlahi -4 plz vote for ghanti,amresh kumar singh,yt:Sarlahi 4 chunav,comment
100% jit  pakka rsp ko hunchha jaya ho ghanti 🔔🔔🔔🔔🔔🔔,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"जनता अनुसारको नेताले जित्छन् । नैतिक विहिन समाजमा भ्रष्ट नेतालाई जिताउछन् । अब देशमा परिवर्तन आवश्यक छ । रबिले कानुनी रुपमा गलत काम गरेका छन् वा छैनन् भन्ने मद्दाको टङ्गो अबको बन्ने सरकारले लाओस्। र सहकारीको यस्ता सबै मुद्दाहरु पनि टुङ्गो लागाउनु पर्छ । तर रविको मुद्दालाई मात्र लिएर पुरै राष्ट्रिय स्वतन्त्र पार्टीलाई नराम्रो र पुरानै पार्टीहरु सरह हुन् भन्न कदापि मिल्दैन । रास्वपाका धेरै जसो उम्मेदवारहरु शिक्षित, युवा, अभियान्ता र बिज्ञता प्राप्त गरेकाहरु छन् । यिनीहरुलाई मौका दिनुपर्छ र यिनीहरुको तरिका र काम देख्न  बाँकी नै छ । त्यसको लागि त जिताउनु पर्यो । मौका नै नदिई असफल घोषणा गर्नु चरम मुर्खता हो । तर पुराना पार्टीहरु देश बिकास गर्न र भष्टचार रोक्न असफल भइसके भन्ने कुरामा कुनै दई मत छैन ।

""एक युगमा एक दिन एकचोटि आउछ""

फाल्गुन २१ त्यहि दिन हुनसक्छ।",amresh kumar singh,yt:Sarlahi 4 chunav,comment
बालेन र रबी चुनाब भन्द पहिल एटक चोटि सर्लाही गएर आमसभा गर्नुपर्छ जनात भेट घाट पनि गर्नु एकदम जरूरी छ गगन फटह गफडी लाई चुनाब हराउनु पर्छ। जय घन्टी ❤❤❤❤❤हामी लाई अमरसिंह जस्तो नेता चहिन्छ ❤❤😂,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"अहिले हेरनू परने 'GenZ हत्यारा लाई फांसी चुनाव अघी की चुनाव पछी' थीयो.
तर अफसोस - हत्यारा संग मिलेर GenZ सरकार भन्ने की यिनकै version 2 सरकार ले यिनलाई चुनाव लढं भनयो.",amresh kumar singh,yt:Sarlahi 4 chunav,comment
इ सबै अवसर बादी हुन इनि हरुको मन सफा छैन इनि हरु पनि लुटुवा नै हुन बानी केही परिवर्तन छैन,amresh kumar singh,yt:Sarlahi 4 chunav,comment
Amaresh kumar singh ghanti jindawad jay nepal…,amresh kumar singh,yt:Sarlahi 4 chunav,comment
"To promote democracy please never committed to sucide. In election one candidate wins and the rest should be ready to accept the result and respect the verdict of the people. As I have heard about Mr Amaresh singh is very good candidate but some time result does not come as we expect. So be dedicated to the democracy, be dedicated to the people.",amresh kumar singh,yt:Sarlahi 4 chunav,comment
गगनेलसइ।   सबैतिरबाट।   हराउनु।,amresh kumar singh,yt:Sarlahi 4 chunav,comment
अमेससिक      जय    घन्टी,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
अम्रेश जय घण्टी 🌹🙏🔔,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
जय घण्टी अमरेश कुमार सिंह जिन्दावाद,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
तपाईंको बिस्लेसणमा खासै दम देखिएन।,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
गगनथापा  सभाना बाेकेका नेता हुन,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
गगन दाई ले जित्नु पर्दछ जय नेपाल ❤🎉❤🎉🎉🎉🎉🎉🎉🎉,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
Gagan is best leader of nepali congress he elected to this election,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
Jaya अमरेश gi,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
Jaya ghanti Jaya rabi ❤️,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
जय घन्टि❤❤❤ जय अमरेश कुमार❤❤❤❤❤❤❤❤❤,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
Gagan Thapako jeet sunishchi chha❤,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
गगन को आवश्यकता  छ देश लाइ अहिले को परिस्थितिमा  ।,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
"गगन जी ले हार्ने भए ,,तैट...",amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
gagan is best ledar👏👏👏,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
गगनलाई आफ्नै पार्टीका आधा मान्छे ले भोट हाल्दैनन् ।,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
🇳🇵🔔🔔🔔,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
अमरेश को पकद भयेको ठाउ हो गगने क हार निस्चित छ ।,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
"गनगने सकियाे अब यसकाे गफ बिक्नेवाला छैन अब,",amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
अमरेश ले सिधै जित्छ,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
गयो बाख्रो 😂😂,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
काठमाडौं ४ बाट उठेको भएपनि जित्थ्यो होला नि गगनजीले😢😢,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
देश लाई बिकास को बाटो तिर लाने र भ्रष्टाचार मुक्त देश बनाउने हो भने  पुराना राजनिती पाटिलाई भोट् दिनु हुदैन । पुराना लाई हामी धेरै पटक हेरौ केही भए मात्र भ्रष्टाचार मौलायो देश भ्रष्टाचार चुर्लुम्म डुबाए यिनै पुराना राजनीति पाटिले अब हामिले सोच बदलौ भोट् बदलौ नया  लाई एक फेर मतदान हेरौ अमरेश कुमार सिंह लाई आफ्नो महत दिएर अत्यधिक बहुमत ले बियए गरौ,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
future pm of nepal gagan thapa,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
Only gagan,amresh kumar singh,yt:Amresh Singh Gagan Thapa,comment
