text,candidate
Oli aafu bolera jitxu sochirako<br>Kina ki vote maa jitna sakdina thaa xa teslai<br>Hatyara sanga kina garnu paryo debate?<br>pahila kina garena?<br>ahile kina?,KP Oli
Oli is murderer! He should admit he/his leadership killed 76 innocent school kids.,KP Oli
Ta jatha sanga k ko debate,KP Oli
Vision vakosanga po debate garni???,KP Oli
KP Muji UML  ko jhole muji haru,KP Oli
sulfey balen ley 1 hajar vote ni kataudaina.,KP Oli
उखाने संग डिबेट गर्दिनभन्नु  बालेनको कुराले एकदम मन छोयो,KP Oli
Oil is lossing Gagan is lossing guess gonna be election 😂??,KP Oli
Ghar ta naya banauna sakxa kp oli tara mareko genz haru lai jiundo banauna sakxa,KP Oli
Very Good Reply🎉🎉🎉🎉🎉🎉🎉Upcoming PM,KP Oli
Arkako chora chori chai marna paincha ghar chai jalauna painna,KP Oli
यो चोरसँग बहस गराउनु जरुरत छैन।,KP Oli
Veda janta xan sabai.,KP Oli
"<a href=""https://www.youtube.com/watch?v=OpXO11Rdq38&amp;t=430"">7:10</a> bahas garnu hudaina galat ho yo hateyara ho brastachari ho ateychari pashu Chor pagal ho manapta harako abaradhi ho KP Oli ❌",KP Oli
"<a href=""https://www.youtube.com/watch?v=OpXO11Rdq38&amp;t=490"">8:10</a> ta 76 Jana marne hateyara talai no 3 carod jantale xodne wala xaina ta 76 jana KO ragat ma Holi khelirako xa",KP Oli
ओलि rip,KP Oli
"<a href=""https://www.youtube.com/watch?v=OpXO11Rdq38&amp;t=31"">0:31</a> yo hateyara  sanga bahas garnu hudaina kinaki yo 23 gate 19 student road ma goli Hanne Adesh dine hateyara 76 Jana marne hateyara sanga bahas nagarau yo KP Oli hateyara laj saram pachera khullam khulla bolirako xa  yo jell janu parne ho yo hateyara",KP Oli
बालेन❤,KP Oli
Testo hoina. Balen must do public debate with KP Oli a.k.a. The Culprit. Debate garda duita faida huncha: 1. Balen ko agenda jhan mass ma pugcha ani arko xhai 2. Balen can publicly place KP Oli as culprit for that murder.,KP Oli
Balen did right ❤ still oli said that no rights to burn others house but he will never open his mouth for 76 innocent lives,KP Oli
Kp oli rip 🪦,KP Oli
"केपी सँग वहस गर्न हर्क, गगन, प्रचण्ड र कुलमानहरू तयार भए भैहाल्यो ।<br><br>गफाडीहरूको debate मा देश हाक्ने राजनेता सुहाँउदैन ।",KP Oli
nice informative video,KP Oli
बिदेह राज्यका इक्ष्यकु बंशका माहान दार्शनिक राजर्षी(प्रतापी राजा) जनकको पबित्र भुमिबाट नया &quot;जेलेनेश्की&quot; को उदियमान प्रार्दुभाब !,KP Oli
Balen sanga janta sanga bolne desh banaune azenda nai xaina,KP Oli
Balen lai aaba bhagwan bishnu ko 10 sau aavtar kalki ho vanna matra baki xa,KP Oli
Kp Oli मरेपछि debate garda vaihalyoo ta,KP Oli
Mornu lako budha taile j bhaney tei huncha justo laag cha ajhai pani?????? Jail haalnu parney manchhe kassari chunaab ladnu payo tiyo achammmako kura ho,KP Oli
Jdndd,KP Oli
जस्ले आफ्नो नेतृत्वमा हुँदा  पावरमा हुँदा  भयका त्यत्रो विध्वंसको जिम्मेवारी लिन  सक्दैन त्यसलाइ जनता सामू अनुहार देखाउन लाज  हुनु पर्ने हो  उल्टै ठूला कुरा  सुन्नु परेको छ  । ति स्कूले बच्चाहरूलाई ताकि ताकि गोलि हिनेको सम्झदा बहस त के अनुहार हेर्न पनि घिन लाग्नु पर्छ,KP Oli
बालेनले के पि संग वार्ता गर्न आवश्यक छैन।,KP Oli
Nakh ma sugne nasa tanne pachi matra kalo chasma layera confidence aucha balen ko 😂 ..natra vele  haru yestai ho darcheruwa indian dalal...nepal ko chuche naksa nikale pachi oli lai hataune sadayantra ho yo india ko..,KP Oli
Balen mayor hunu vanda aagadi ktm kasto fohor thyo jata paye tetai fohor thyo teti bela ni pradhanmantri tima haru nai hunthyo,KP Oli
"Easo garum na ta, oli lai tala vui ma rakhum, balen, gagan ra aru lai stage ma rakhera debate garum😂.",KP Oli
Prakar sama ji: Balen KP sangai uveyeko hoina<br><br>Paapi hatyara kP ko against ma utreko ho<br>Tesma jamin asman ko farak cha..,KP Oli
Murkha sanga debate maha murkha le garxan ..tara balen maha murkh ta pakhai haina..baula oli,KP Oli
भ्रष्टाचारी हत्यारा एमाले मुर्दावाद!,KP Oli
Last breath of KP Oli.,KP Oli
Oli lai 75 jana balbalika mareko Pir rainacha uni haru ko kaaryakarta ko ghar jaleko ma chai chinta raicha. Antim ma tha bhayo,KP Oli
कायरता हो सार्वजनिक बहस गर्दिन भन्नु । मान या नमान मै तेरा मेहेमान हो ओली। ओलीले गरेको कामको क्षम्य छैन तर पनि एमालेको नेता हो। भोली कुनै न कुनै रूपमा संम्बाद नगरी निकास निस्कन्न ।,KP Oli
America aayara gaidaas and daaphes bhanera bolyau yauta student le sodheko question ko answer Dina sakena arkako kidney bokera k ko furti lauxau baa,KP Oli
ओली र महेश बस्नेतलाई एउटा माईक दी live दिनभरी बोल्न दिनु राति जनतालाई दिक्क लागेर इनिहरुलाई बेलुका जलाउन निस्किन्छन,KP Oli
"पपुलिजम मात्र भएको,भिजन नभएको बालेनले देशको बाघडोर सम्हाले युक्रेन हुनेछ देश,मतदाता होशियार",KP Oli
यो भन्दा अगाडि ३ पल्ट चार चार पल्ट प्रधानमन्त्री बन्नेहरूचाहिँ  के हेरेर  बसेको थियो। अहिले आएर डिफेट चाहियो।,KP Oli
परेन हेरियाे देखियाे अब जेनजि ल्याईन्छ🎉,KP Oli
Ani bacha haru lae taki taki goli hane lae chai karbahi hunu parcha ki nai tyo pani bhanu hola..,KP Oli
हाेत हत्यारा भ्रष्टे दलाल संग केका छलफल 🎉🎉बनाउने भए त पहिले बनाउथ्याे आठ फेलले के गर्लाखै🎉🎉🎉उखान टुक्काले देश बन्ना त🎉🎉🎉,KP Oli
Chaina jaruri chunab ta  uthnata nahune ho k p oli le,KP Oli
मान्छे मार्नेलाई छुट दिने ! के बोल्छ गोरु हो कि मानव........,KP Oli
😂😂😂😂😂😂 KO sanga debate gayra xa ra aaja Sama yo tapay lay,KP Oli
Oli pashu ani pagal ho raxa,KP Oli
अनि हत्यारा लाई के गर्ने <br>घर बन्ला <br>मारेको लाई लाई ल्याउन सकिन्छ,KP Oli
"Yo video ko last ma bajne musik hataunu paryo, video play garera nidauxu tyo last ko musik le uthaidinxa jahilei.. tei vayara play garna man huda hudai pani aru video play garera nidaunu parya xa 😢😢😢",KP Oli
k.p. oli sachikai neta ho bhane ti 19 jana balbalika ko ama buwa sanga debet garnu ....ma yemale lai vote halxu,KP Oli
terima chikney khatey unpad Ukhaney,KP Oli
हत्यारा लाई कारगार लैजाने हो बहस गर्न लाउने होइन,KP Oli
Marne bela kati bolnu parne. Manxe marne lai chai karbahi hunna hajurba,KP Oli
तेस्तो मुला उखान टुक्का र झुट फटाहा बाहेक केही नबोल्ने बोलिको ठेगान नभको लुटेरा चोर ओलि सङ केही बहस गर्नु को औचित्य छैन,KP Oli
OP oli: Ghar jalaunah payenxa? <br>aye teso vaye aarkao ko bachha chai marnah payenxa vanerah question kina garrenah tho so called patrakaar leh!? <br>orri pari patraakaar hau pani jhole haru xan. question pani testai sodhxan.,KP Oli
23 24 ko ghatna ma sarkar le oli lai bayan dina bolauda chi teha na jane ani balen sang k ko bahas ho,KP Oli
छैन,KP Oli
Tauko katera aauda 14 barsa ko jail bhayo ….. 76 jana ko hisab chahiyo …,KP Oli
Ani harka sampang sg garda voigo tah dam xa vane,KP Oli
यो पहिलाको सरकारको हत्यारा सरकारलाई चाहिँ कारबाही कहिले कहिले गर्छन् होला नेपाली जनताले हेरेर बस्न बाहेक केही पनि छैन।,KP Oli
